HELIUM_000100422_612GNAAXX:7:108:16275:18283#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.97
HELIUM_000100422_612GNAAXX:7:108:1637:3786#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.99
HELIUM_000100422_612GNAAXX:7:108:17467:20951#0/1_sub[28..126],1,9992,Marmota,genus,0.9797979797979798
HELIUM_000100422_612GNAAXX:7:108:19171:11413#0/1_sub[28..127],3,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:108:2275:20639#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:108:3526:15919#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.99
HELIUM_000100422_612GNAAXX:7:108:5424:15440#0/1_sub[28..126],1,9608,Canidae,family,0.97
HELIUM_000100422_612GNAAXX:7:108:6220:3507#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.99
HELIUM_000100422_612GNAAXX:7:108:7072:8470#0/1_sub[28..126],1,55153,Sciuridae,family,0.9393939393939394
HELIUM_000100422_612GNAAXX:7:108:8788:5117#0/1_sub[28..126],1,9992,Marmota,genus,0.9797979797979798
HELIUM_000100422_612GNAAXX:7:108:9342:13514#0/1_sub[28..126],1,9992,Marmota,genus,0.9797979797979798
HELIUM_000100422_612GNAAXX:7:108:9346:20651#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:10050:12569#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:10291:11703#0/1_sub[28..126],1,9992,Marmota,genus,0.9797979797979798
HELIUM_000100422_612GNAAXX:7:109:10824:20603#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:10994:11469#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.99
HELIUM_000100422_612GNAAXX:7:109:11470:19745#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:11971:1645#0/1_sub[28..127],1,9850,Cervidae,family,0.94
HELIUM_000100422_612GNAAXX:7:109:12823:5853#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:1305:18519#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:13155:21121#0/1_sub[28..126],1,9992,Marmota,genus,0.9696969696969697
HELIUM_000100422_612GNAAXX:7:109:13290:8776#0/1_sub[28..126],1,9992,Marmota,genus,0.9696969696969697
HELIUM_000100422_612GNAAXX:7:109:14231:9142#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:14260:17793#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
HELIUM_000100422_612GNAAXX:7:109:14665:15353#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.97
HELIUM_000100422_612GNAAXX:7:109:14721:6575#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.97
HELIUM_000100422_612GNAAXX:7:109:14854:18065#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.97
HELIUM_000100422_612GNAAXX:7:109:17114:18299#0/1_sub[28..126],1,9995,Marmota monax,species,0.98989898989899
HELIUM_000100422_612GNAAXX:7:109:17413:2518#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.99
HELIUM_000100422_612GNAAXX:7:109:18764:14915#0/1_sub[27..126],1,9858,Capreolus capreolus,species,0.99
HELIUM_000100422_612GNAAXX:7:109:19171:17424#0/1_sub[28..126],2,9611,Canis,genus,0.98989898989899
HELIUM_000100422_612GNAAXX:7:109:19367:11741#0/1_sub[28..127],1,9858,Capreolus capreolus,species,0.98
